SatCatId,ObjectName,LaunchYear,OrbitalPeriod,LaunchMass,StatusCode,Inclination,Status,UcsData,OrbitClassEstimated,LaunchSiteCountry,Owner,UseType,Purpose,LaunchVehicleClass,TLE1,TLE2,MeanMotion,Eccentricity,OrbitClass
28544,SLOSHSAT,2005,552.69,-1.0,UNK,7.13,Inactive,0,MEO,French Guiana,ESA,Unknown,Unknown,Unknown,1 28544U 05005C   24054.23405618  .00001654  00000+0  60766-3 0  9990,2 28544   7.1231  53.9521 7018981 171.1830 215.4397  2.60538531168659,2.60538531,0.7018981,MEO
28545,MAQSAT & ARIANE 5 R/B,2005,562.2,-1.0,UNK,6.93,Inactive,0,MEO,French Guiana,ESA,Unknown,Unknown,Unknown,1 28545U 05005D   24054.20692533  .00002400  00000+0  79236-3 0  9994,2 28545   6.9323  92.7755 7058911  94.4694 341.8516  2.56132755166491,2.56132755,0.7058911,MEO
20361,NAVSTAR 17 (USA 49),1989,761.2,-1.0,-,55.92,Inactive,0,MEO,USA,USA,Unknown,Unknown,Unknown,1 20361U 89097A   24052.45031250 -.00000063  00000+0  00000+0 0  9996,2 20361  55.9224  40.3368 0024661 306.4092 235.4159  1.89174922233334,1.89174922,0.0024661,MEO
20367,RADUGA 24,1989,1435.9,-1.0,-,13.42,Inactive,0,GSO,Kazakhstan,Russia/USSR,Unknown,Unknown,Unknown,1 20367U 89098A   24053.85111824 -.00000344  00000+0  00000+0 0  9996,2 20367  13.4186 339.9519 0001795 198.0777  25.1068  1.00286099124490,1.00286099,0.0001795,GSO
20391,COSMOS 2054,1989,1436.05,-1.0,-,13.14,Inactive,0,GSO,Kazakhstan,Russia/USSR,Unknown,Unknown,Unknown,1 20391U 89101A   24054.04301662 -.00000169  00000+0  00000+0 0  9996,2 20391  13.1398 340.2163 0002721 147.9367  20.3168  1.00275170125393,1.0027517,0.0002721,GSO
20401,SKYNET 4A,1990,1454.57,-1.0,-,12.81,Inactive,0,GSO,USA,UK,Unknown,Unknown,Unknown,1 20401U 90001A   24054.25619980 -.00000220  00000+0  00000+0 0  9995,2 20401  12.8123 354.4452 0012268 297.1043 262.8057  0.98998814 38409,0.98998814,0.0012268,GSO
20410,LEASAT 5,1990,1445.86,-1.0,-,11.29,Inactive,0,GSO,USA,USA,Unknown,Unknown,Unknown,1 20410U 90002B   24054.28528764 -.00000313  00000+0  00000+0 0  9991,2 20410  11.2948 356.4277 0005090  59.7915 318.4269  0.99595338110015,0.99595338,0.000509,GSO
36796,STUDSAT,2010,96.42,-1.0,-,98.18,Inactive,0,LEO,India,India,Unknown,Unknown,Unknown,1 36796U 10035B   24054.57498044  .00003752  00000+0  36250-3 0  9991,2 36796  98.1843 273.3459 0010389 284.9552  75.0516 14.93442372738578,14.93442372,0.0010389,LEO
17083,GORIZONT 13,1986,1488.73,-1.0,-,13.4,Inactive,0,GSO,Kazakhstan,Russia/USSR,Unknown,Unknown,Unknown,1 17083U 86090A   24054.55463838 -.00000133  00000+0  00000+0 0  9995,2 17083  13.4015 334.2806 0014087 348.0600 223.0537  0.96726834110494,0.96726834,0.0014087,HEO
28622,HIMAWARI-6 (MTSAT-1R),2005,1455.84,-1.0,-,7.35,Inactive,0,GSO,Japan,Japan,Unknown,Unknown,Unknown,1 28622U 05006A   24054.61983293  .00000054  00000+0  00000+0 0  9994,2 28622   7.3510  66.8781 0014603 271.5445 274.8360  0.98912045 35664,0.98912045,0.0014603,GSO
4047,OPS 1127 (DMSP 4B F3),1969,100.77,-1.0,-,98.54,Inactive,0,LEO,USA,USA,Unknown,Unknown,Unknown,1 04047U 69062A   24054.60716987  .00000206  00000+0  97611-4 0  9992,2 04047  98.5395 281.6826 0043489 220.6123 139.1812 14.29019552841111,14.29019552,0.0043489,LEO
20432,COSMOS 2056,1990,100.44,-1.0,UNK,74.03,Inactive,0,LEO,Russia,Russia/USSR,Military,Unknown,Kosmos,1 20432U 90004A   24054.61795960  .00000199  00000+0  80752-4 0  9996,2 20432  74.0307 272.2611 0022425 176.1434 183.9894 14.33711198782665,14.33711198,0.0022425,LEO
20436,SPOT 2,1990,98.01,-1.0,-,98.64,Inactive,0,LEO,French Guiana,France,Unknown,Unknown,Ariane,1 20436U 90005A   24054.53396789  .00002064  00000+0  31238-3 0  9995,2 20436  98.6411 145.4578 0138337 218.5883 140.5371 14.69190566791061,14.69190566,0.0138337,LEO
20437,UOSAT 3 (UO-14),1990,100.51,-1.0,-,98.9,Inactive,0,LEO,French Guiana,UK,Unknown,Unknown,Unknown,1 20437U 90005B   24054.59496593  .00000226  00000+0  10009-3 0  9997,2 20437  98.9006  73.8144 0009921 213.8754 262.0118 14.32731951780627,14.32731951,0.0009921,LEO
20438,UOSAT 4 (UO-15),1990,100.6,-1.0,-,98.9,Inactive,0,LEO,French Guiana,UK,Unknown,Unknown,Unknown,1 20438U 90005C   24054.60386882  .00000145  00000+0  72496-4 0  9998,2 20438  98.8994  84.5683 0008924 304.4267 170.3280 14.31342224779380,14.31342224,0.0008924,LEO
20439,PACSAT (AO-16),1990,100.47,-1.0,-,98.9,Inactive,0,LEO,French Guiana,USA,Unknown,Unknown,Ariane,1 20439U 90005D   24054.58394903  .00000286  00000+0  12068-3 0  9993,2 20439  98.8998  56.5051 0010648 181.9127 304.6689 14.33287737781165,14.33287737,0.0010648,LEO
20440,DOVE (DO-17),1990,100.44,-1.0,-,98.89,Inactive,0,LEO,French Guiana,Brazil,Unknown,Unknown,Unknown,1 20440U 90005E   24054.56811590  .00000324  00000+0  13319-3 0  9992,2 20440  98.8863  50.6131 0011166 157.6821 315.4586 14.33754182781506,14.33754182,0.0011166,LEO
20441,WEBERSAT (WO-18),1990,100.46,-1.0,-,98.89,Inactive,0,LEO,French Guiana,USA,Unknown,Unknown,Unknown,1 20441U 90005F   24054.52811809  .00000267  00000+0  11394-3 0  9999,2 20441  98.8897  48.5107 0011506 171.1735 304.0580 14.33334117781023,14.33334117,0.0011506,LEO
28629,EXPRESS-AM2,2005,1453.97,-1.0,-,7.74,Inactive,0,GSO,Kazakhstan,Russia/USSR,Unknown,Unknown,Unknown,1 28629U 05010A   24054.38812137 -.00000085  00000+0  00000+0 0  9993,2 28629   7.7350  63.1957 0018050  79.7334  69.8123  0.99039749 32193,0.99039749,0.001805,GSO
36827,PRISMA (TANGO),2010,99.76,-1.0,UNK,98.51,Inactive,0,LEO,Russia,Sweden,Unknown,Unknown,Unknown,1 36827U 10028F   24054.53747934  .00000701  00000+0  21869-3 0  9990,2 36827  98.5110 257.5026 0041065 260.5295  99.1252 14.43415242580971,14.43415242,0.0041065,LEO
28638,APSTAR-6,2005,1460.84,-1.0,-,5.19,Inactive,0,GSO,PRC,China,Unknown,Unknown,Long March,1 28638U 05012A   24054.51673970 -.00000244  00000+0  00000+0 0  9997,2 28638   5.1923  79.1429 0010968 284.6395 129.0646  0.98573911 93713,0.98573911,0.0010968,GSO
4068,ATS 5,1969,1447.29,-1.0,-,2.13,Inactive,0,GSO,USA,USA,Unknown,Unknown,Unknown,1 04068U 69069A   24054.33167069 -.00000183  00000+0  00000+0 0  9999,2 04068   2.1309 270.6955 0003644 358.3817 355.4089  0.99496240 37918,0.9949624,0.0003644,GSO
20452,NAVSTAR 18 (USA 50),1990,759.5,-1.0,-,54.74,Inactive,0,MEO,USA,USA,Unknown,Unknown,Unknown,1 20452U 90008A   24054.35658916 -.00000026  00000+0  00000+0 0  9995,2 20452  54.7351 163.1628 0014451 268.9572  88.1513  1.89597913240409,1.89597913,0.0014451,MEO
4070,COSMOS 292,1969,99.02,-1.0,UNK,74.05,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown,1 04070U 69070A   24054.54529635  .00000471  00000+0  11763-3 0  9999,2 04070  74.0465 102.8448 0011512 275.0860  84.8988 14.54317937883765,14.54317937,0.0011512,LEO
28644,SPACEWAY 1,2005,1462.09,-1.0,-,4.52,Inactive,0,GSO,Sea Launch Platform,USA,Unknown,Unknown,Unknown,1 28644U 05015A   24054.42243529 -.00000005  00000+0  00000+0 0  9995,2 28644   4.5157  80.5342 0002734 114.8324 197.9763  0.98489169 37858,0.98489169,0.0002734,GSO
28650,HAMSAT (VO-52),2005,96.25,-1.0,-,97.98,Inactive,0,LEO,India,India,Unknown,Unknown,Unknown,1 28650U 05017B   24054.54139674  .00005971  00000+0  53396-3 0  9998,2 28650  97.9769  38.5768 0019892 345.2903  14.7737 14.96121608 19841,14.96121608,0.0019892,LEO
20465,COSMOS 2058,1990,95.85,-1.0,UNK,82.48,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown,1 20465U 90010A   24054.79952718  .00004820  00000+0  36144-3 0  9994,2 20465  82.4842  55.2923 0013450 343.0210  17.0563 15.02399431851158,15.02399431,0.001345,LEO
20473,STTW-4,1990,1435.64,-1.0,-,14.57,Inactive,0,GSO,PRC,China,Unknown,Unknown,Unknown,1 20473U 90011A   24053.77904021 -.00000278  00000+0  00000+0 0  9997,2 20473  14.5677 352.8356 0005269 129.7353  43.1405  1.00304370124565,1.0030437,0.0005269,GSO
20478,MOMO-1B (MOS-1B),1990,103.17,-1.0,-,99.34,Inactive,0,LEO,Japan,Japan,Unknown,Unknown,JAXA H,1 20478U 90013A   24054.57699296 -.00000095  00000+0 -35680-4 0  9993,2 20478  99.3406  98.5297 0004915 330.8507  29.2379 13.95747965654192,13.95747965,0.0004915,LEO
20479,ORIZURU (DEBUT),1990,112.15,-1.0,UNK,99.06,Inactive,0,LEO,Japan,Japan,Unknown,Unknown,Unknown,1 20479U 90013B   24054.79154049  .00000050  00000+0  18993-3 0  9996,2 20479  99.0606 130.2994 0538233 244.2161 110.2471 12.83940291595404,12.83940291,0.0538233,LEO
20480,JAS-1B (FO-20),1990,112.2,-1.0,-,99.06,Inactive,0,LEO,Japan,Japan,Unknown,Unknown,Unknown,1 20480U 90013C   24054.48104640 -.00000018  00000+0  39658-4 0  9993,2 20480  99.0582 125.4517 0539292 258.7353  95.2703 12.83454670594977,12.8345467,0.0539292,LEO
12295,KIKU-3 (ETS-IV),1981,249.03,-1.0,-,28.44,Inactive,0,MEO,Japan,Japan,Unknown,Unknown,Unknown,1 12295U 81012A   24052.90462649  .00008846  00000+0  15435-2 0  9999,2 12295  28.4355 296.5599 4899281 160.0063 229.1030  5.78200436590949,5.78200436,0.4899281,MEO
12297,COSMOS 1244,1981,104.72,-1.0,UNK,82.96,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown,1 12297U 81013A   24054.60181668  .00000081  00000+0  68605-4 0  9992,2 12297  82.9566 350.6601 0031203  30.5567 142.5051 13.75115983803186,13.75115983,0.0031203,LEO
12303,COSMOS 1247,1981,711.12,-1.0,UNK,67.6,Inactive,0,MEO,Russia,Russia/USSR,Unknown,Unknown,Molniya,1 12303U 81016A   24053.68629082  .00000769  00000+0  00000+0 0  9990,2 12303  67.5972  56.3049 6448108   2.7046 359.5190  2.02496397318055,2.02496397,0.6448108,MEO
20499,RADUGA 25,1990,1435.4,-1.0,-,13.2,Inactive,0,GSO,Kazakhstan,Russia/USSR,Unknown,Unknown,Unknown,1 20499U 90016A   24054.56030560  .00000106  00000+0  00000+0 0  9995,2 20499  13.2058 340.7003 0004770 171.2689  40.6583  1.00319862124434,1.00319862,0.000477,GSO
12309,ESIAFI 1 (COMSTAR 4),1981,1436.23,-1.0,-,10.34,Inactive,0,GSO,USA,USA,Unknown,Unknown,Unknown,1 12309U 81018A   24053.26232851 -.00000059  00000+0  00000+0 0  9999,2 12309  10.3370 317.2355 0003597  76.6119 283.4710  1.00262533158967,1.00262533,0.0003597,GSO
28498,PARASOL,2004,97.89,-1.0,-,98.43,Inactive,0,LEO,French Guiana,France,Unknown,Unknown,Unknown,1 28498U 04049G   24054.40157357  .00001727  00000+0  28976-3 0  9996,2 28498  98.4283 197.9346 0015000 170.8035 189.3448 14.71001385 24863,14.71001385,0.0015,LEO
20508,NADEZHDA 2,1990,104.77,-1.0,-,82.96,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown,1 20508U 90017A   24054.35150674  .00000095  00000+0  84272-4 0  9998,2 20508  82.9602 338.1401 0042775 275.5477 207.0288 13.74411035704328,13.74411035,0.0042775,LEO
20510,OKEAN-2,1990,95.67,-1.0,UNK,82.52,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Tsiklon,1 20510U 90018A   24054.53610690  .00004096  00000+0  28569-3 0  9992,2 20510  82.5171 341.5262 0011013   7.3137 165.9223 15.05106902826490,15.05106902,0.0011013,LEO
12319,COSMOS 1249,1981,103.84,-1.0,UNK,64.96,Inactive,0,LEO,Kazakhstan,Russia/USSR,Unknown,Unknown,Unknown,1 12319U 81021A   24054.59000446 -.00000051  00000+0  33102-4 0  9990,2 12319  64.9639 181.9686 0054659 201.6456 158.2295 13.86682916177734,13.86682916,0.0054659,LEO
12320,COSMOS 1250,1981,114.44,-1.0,UNK,74.03,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown,1 12320U 81022A   24054.46817997 -.00000002  00000+0  83117-4 0  9993,2 12320  74.0286  50.6310 0053213 266.4640 209.2136 12.58258925973654,12.58258925,0.0053213,LEO
12321,COSMOS 1251,1981,114.61,-1.0,UNK,74.03,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown,1 12321U 81022B   24054.56903198  .00000016  00000+0  19365-3 0  9991,2 12321  74.0287 120.8611 0044432 354.9151 117.4113 12.56467177970823,12.56467177,0.0044432,LEO
12322,COSMOS 1252,1981,114.76,-1.0,UNK,74.03,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown,1 12322U 81022C   24054.61892150 -.00000024  00000+0 -49785-4 0  9994,2 12322  74.0302 186.8206 0034134  68.7421 303.0671 12.54788766968201,12.54788766,0.0034134,LEO
12323,COSMOS 1253,1981,115.59,-1.0,UNK,74.03,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown,1 12323U 81022D   24054.57642615 -.00000027  00000+0 -78946-4 0  9993,2 12323  74.0307 175.7581 0018426 232.5511 137.9484 12.45820647954146,12.45820647,0.0018426,LEO
4132,SOICAL [CONE],1969,100.87,-1.0,UNK,70.0,Inactive,0,LEO,USA,USA,Unknown,Unknown,Unknown,1 04132U 69082K   24054.30589914  .00002031  00000+0  84831-3 0  9991,2 04132  69.9966  22.7587 0012131 233.1073 126.8938 14.27521367800110,14.27521367,0.0012131,LEO
12324,COSMOS 1254,1981,114.91,-1.0,UNK,74.03,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown,1 12324U 81022E   24054.57299269  .00000005  00000+0  13041-3 0  9995,2 12324  74.0262 252.2242 0026105 150.2313 266.6332 12.53106790965566,12.5310679,0.0026105,LEO
12325,COSMOS 1255,1981,115.06,-1.0,UNK,74.03,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown,1 12325U 81022F   24054.46624441  .00000006  00000+0  14233-3 0  9993,2 12325  74.0323 316.7855 0017766 224.4778 308.7197 12.51470109962945,12.51470109,0.0017766,LEO
12326,COSMOS 1256,1981,115.24,-1.0,UNK,74.03,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown,1 12326U 81022G   24054.70404429 -.00000019  00000+0 -17937-4 0  9994,2 12326  74.0304  29.4707 0012787 343.1324 189.4575 12.49579328960293,12.49579328,0.0012787,LEO
12327,COSMOS 1257,1981,115.4,-1.0,UNK,74.03,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown,1 12327U 81022H   24054.60071428  .00000018  00000+0  22505-3 0  9996,2 12327  74.0269  97.2097 0006241 125.7902 353.0215 12.47836841957316,12.47836841,0.0006241,LEO
4138,COSMOS 304,1969,99.57,-1.0,UNK,74.04,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown,1 04138U 69091A   24054.81050916  .00000124  00000+0  42169-4 0  9998,2 04138  74.0412   7.4508 0013790 225.3682 134.6353 14.46198659866118,14.46198659,0.001379,LEO
20523,INTELSAT 603 (IS-603),1990,1447.45,-1.0,-,13.48,Inactive,0,GSO,USA,INTELSAT,Unknown,Unknown,Unknown,1 20523U 90021A   24053.71968990 -.00000290  00000+0  00000+0 0  9997,2 20523  13.4751  15.2622 0006028  52.6316 138.7051  0.99485524116999,0.99485524,0.0006028,GSO
28707,EXPRESS-AM3,2005,1454.58,2600.0,-,5.16,Inactive,1,GSO,Kazakhstan,Russia/USSR,Commercial,Communications,Proton,1 28707U 05023A   24054.20244209  .00000073  00000+0  00000+0 0  9990,2 28707   5.1596  77.5903 0005620 222.3415 348.4003  0.98997182 44840,0.98997182,0.000562,GSO
20527,COSMOS 2061,1990,104.94,-1.0,UNK,82.93,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown,1 20527U 90023A   24054.58115628  .00000089  00000+0  80968-4 0  9992,2 20527  82.9325  72.7414 0032533  90.1545  30.1372 13.72261690698963,13.7226169,0.0032533,LEO
12339,OPS 7350 (DSP 9),1981,1457.09,-1.0,UNK,9.9,Inactive,0,GSO,USA,USA,Unknown,Unknown,Unknown,1 12339U 81025A   24054.18132337 -.00000109  00000+0  00000+0 0  9996,2 12339   9.9041 311.2776 0017173 266.9475 289.3047  0.98827043 17482,0.98827043,0.0017173,GSO
20533,NAVSTAR 19 (USA 54),1990,753.77,-1.0,-,54.06,Inactive,0,MEO,USA,USA,Unknown,Unknown,Unknown,1 20533U 90025A   24051.02780361  .00000021  00000+0  00000+0 0  9999,2 20533  54.0602 277.0574 0041674 211.9674 327.8113  1.91039564238811,1.91039564,0.0041674,MEO
20536,COSMOS 2063,1990,721.44,-1.0,UNK,66.76,Inactive,0,MEO,Russia,Russia/USSR,Unknown,Unknown,Molniya,1 20536U 90026A   24054.48631266  .00000593  00000+0  00000+0 0  9999,2 20536  66.7609 219.2505 5932704 144.3195 275.9167  1.99600456247193,1.99600456,0.5932704,MEO
12351,RADUGA 8,1981,1434.51,-1.0,-,8.33,Inactive,0,GSO,Kazakhstan,Russia/USSR,Unknown,Unknown,Unknown,1 12351U 81027A   24054.32349497 -.00000291  00000+0  00000+0 0  9997,2 12351   8.3279 297.9554 0080185 246.9953  31.1110  1.00383377114065,1.00383377,0.0080185,GSO
20547,USA 55,1990,94.04,-1.0,UNK,94.1,Inactive,0,LEO,USA,USA,Unknown,Unknown,Unknown,1 20547U 90028B   24054.86977362  .00005484  00000+0  16715-3 0  9993,2 20547  94.0960  31.2268 0074718 114.5406 246.3654 15.31287311871578,15.31287311,0.0074718,LEO
20549,COSMOS 2064,1990,115.46,-1.0,UNK,73.98,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown,1 20549U 90029A   24054.46796831 -.00000008  00000+0  51976-4 0  9999,2 20549  73.9814  44.0015 0017393 196.3063 285.5332 12.47204680542787,12.4720468,0.0017393,LEO
20550,COSMOS 2065,1990,115.28,-1.0,UNK,73.99,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown,1 20550U 90029B   24054.86550368 -.00000011  00000+0  34008-4 0  9999,2 20550  73.9857 342.4557 0008314 168.4597 249.2074 12.49184704545472,12.49184704,0.0008314,LEO
20551,COSMOS 2066,1990,114.31,-1.0,UNK,73.98,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown,1 20551U 90029C   24054.34712536 -.00000023  00000+0 -34013-4 0  9990,2 20551  73.9840  18.0388 0050138 293.0667 178.2439 12.59689242558161,12.59689242,0.0050138,LEO
4168,TEMPSAT 2,1969,103.17,-1.0,UNK,70.01,Inactive,0,LEO,USA,USA,Unknown,Unknown,Unknown,1 04168U 69082H   24054.87867925  .00000074  00000+0  93124-4 0  9994,2 04168  70.0129 101.4098 0018600 155.0420 205.1590 13.95746085770324,13.95746085,0.00186,LEO
20552,COSMOS 2067,1990,114.48,-1.0,UNK,73.98,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown,1 20552U 90029D   24054.79008711  .00000010  00000+0  15557-3 0  9998,2 20552  73.9792  72.8327 0039832   2.1253 170.9508 12.57914189556249,12.57914189,0.0039832,LEO
20553,COSMOS 2068,1990,114.63,-1.0,UNK,73.98,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown,1 20553U 90029E   24054.56476174 -.00000001  00000+0  94434-4 0  9999,2 20553  73.9812 124.9737 0030401  54.9888  53.0836 12.56250822553900,12.56250822,0.0030401,LEO
20554,COSMOS 2069,1990,114.79,-1.0,UNK,73.98,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown,1 20554U 90029F   24054.61729652 -.00000029  00000+0 -79037-4 0  9991,2 20554  73.9825 178.4554 0021312 114.9897 255.8560 12.54519208551777,12.54519208,0.0021312,LEO
20555,COSMOS 2070,1990,114.94,-1.0,UNK,73.98,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown,1 20555U 90029G   24054.59193161 -.00000008  00000+0  50319-4 0  9997,2 20555  73.9790 232.3307 0013393 161.7707 265.7584 12.52783287549631,12.52783287,0.0013393,LEO
20556,COSMOS 2071,1990,115.12,-1.0,UNK,73.98,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown,1 20556U 90029H   24054.37427837  .00000017  00000+0  21802-3 0  9997,2 20556  73.9812 289.8271 0003409 250.2032 283.4899 12.50920887547288,12.50920887,0.0003409,LEO
20558,ASIASAT 1,1990,1450.99,-1.0,-,14.81,Inactive,0,GSO,PRC,ASIASAT,Unknown,Unknown,Long March,1 20558U 90030A   24054.28476550 -.00000245  00000+0  00000+0 0  9994,2 20558  14.8070   5.3472 0001603 344.6202  22.1544  0.99242910 37839,0.9924291,0.0001603,GSO
45135,ONEWEB-0022,2020,109.89,148.0,-,87.89,Inactive,1,LEO,Kazakhstan,UK,Commercial,Communications,Soyuz,1 45135U 20008E   24054.79851079  .00000330  00000+0  90993-3 0  9997,2 45135  87.8944 204.0276 0001260  98.8545 261.2725 13.10395127198510,13.10395127,0.000126,LEO
12376,COSMOS 1261,1981,717.32,-1.0,UNK,68.35,Inactive,0,MEO,Russia,Russia/USSR,Unknown,Unknown,Molniya,1 12376U 81031A   24052.51933663 -.00000233  00000+0  00000+0 0  9998,2 12376  68.3508 142.5042 6221439  11.6757 357.8589  2.00746382210474,2.00746382,0.6221439,MEO
20570,NEWSAT-1 (PALAPA B2R),1990,1446.77,-1.0,-,14.47,Inactive,0,GSO,USA,USA,Unknown,Unknown,Long March,1 20570U 90034A   24054.21697487 -.00000345  00000+0  00000+0 0  9990,2 20570  14.4672   9.2075 0010038 120.1952 237.0340  0.99532253 37877,0.99532253,0.0010038,GSO
45148,ONEWEB-0041,2020,106.79,148.0,-,87.95,Inactive,1,LEO,Kazakhstan,UK,Commercial,Communications,Soyuz,1 45148U 20008T   24054.81795346  .00000093  00000+0  12667-3 0  9996,2 45148  87.9474 179.4108 0019116 129.8496 230.4339 13.48444360205064,13.4844436,0.0019116,LEO
20577,COSMOS 2074,1990,104.75,-1.0,UNK,82.95,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown,1 20577U 90036A   24054.43362949  .00000072  00000+0  59477-4 0  9998,2 20577  82.9459  11.7374 0028016  45.5238  76.0131 13.74752287697654,13.74752287,0.0028016,LEO
12388,COSMOS 1263,1981,101.54,-1.0,UNK,82.86,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown,1 12388U 81033A   24054.85114455  .00010793  00000+0  65863-3 0  9995,2 12388  82.8647 186.6814 0624790 142.7460 221.8819 14.18207843151180,14.18207843,0.062479,LEO
28773,SUZAKU (ASTRO-EII),2005,93.6,-1.0,-,31.39,Inactive,0,LEO,Japan,Japan,Unknown,Unknown,Unknown,1 28773U 05025A   24054.56798397  .00026592  00000+0  67445-3 0  9990,2 28773  31.3871 193.0482 0002240 153.8937 206.1830 15.38488461 29282,15.38488461,0.000224,LEO
20596,COSMOS 2076,1990,717.98,-1.0,UNK,68.63,Inactive,0,MEO,Russia,Russia/USSR,Unknown,Unknown,Molniya,1 20596U 90040A   24050.89486446 -.00000505  00000+0  00000+0 0  9994,2 20596  68.6308 235.8391 5218733 125.8120   7.3756  2.00567775247734,2.00567775,0.5218733,MEO
12409,COSMOS 1266,1981,103.56,-1.0,UNK,64.76,Inactive,0,LEO,Kazakhstan,Russia/USSR,Unknown,Unknown,Unknown,1 12409U 81037A   24054.66443775 -.00000050  00000+0  33579-4 0  9998,2 12409  64.7634  24.5120 0028388 190.0757 169.9739 13.90517657175450,13.90517657,0.0028388,LEO
4221,AZUR (GRS A),1969,98.45,-1.0,UNK,102.69,Inactive,0,LEO,USA,Germany,Unknown,Unknown,Unknown,1 04221U 69097A   24054.58053402  .00038961  00000+0  13292-2 0  9997,2 04221 102.6913  23.8818 0478886  41.8246 321.8515 14.62637441599027,14.62637441,0.0478886,LEO
20607,MACSAT 1 (M 1),1990,97.76,-1.0,UNK,89.72,Inactive,0,LEO,USA,USA,Unknown,Unknown,Unknown,1 20607U 90043A   24054.84000380  .00000942  00000+0  13387-3 0  9998,2 20607  89.7184 272.2350 0095263 113.0827 248.0470 14.72949329810848,14.72949329,0.0095263,LEO
20608,MACSAT 2 (M 2),1990,97.47,-1.0,UNK,89.72,Inactive,0,LEO,USA,USA,Unknown,Unknown,Unknown,1 20608U 90043B   24054.62263989  .00001321  00000+0  17317-3 0  9990,2 20608  89.7212 273.1768 0084344 311.2043  48.1928 14.77350284813755,14.77350284,0.0084344,LEO
28809,KIRARI (OICETS),2005,95.47,-1.0,UNK,98.15,Inactive,0,LEO,Kazakhstan,Japan,Unknown,Unknown,Unknown,1 28809U 05031A   24054.52080762  .00009616  00000+0  62214-3 0  9990,2 28809  98.1461 238.6607 0013059  61.7665 298.4878 15.08344373 10510,15.08344373,0.0013059,LEO
20619,COSMOS 2079 [GLONASS],1990,675.73,-1.0,-,65.18,Inactive,0,MEO,Kazakhstan,Russia/USSR,Unknown,Unknown,Unknown,1 20619U 90045A   24053.42569990 -.00000084  00000+0  00000+0 0  9995,2 20619  65.1809 337.5631 0045077 209.1819 343.6425  2.13102998262732,2.13102998,0.0045077,MEO
20620,COSMOS 2080 [GLONASS],1990,675.73,-1.0,-,65.18,Inactive,0,MEO,Kazakhstan,Russia/USSR,Unknown,Unknown,Unknown,1 20620U 90045B   24054.35508937 -.00000079  00000+0  00000+0 0  9998,2 20620  65.1758 337.4807 0023794  31.4171  63.4791  2.13102739262602,2.13102739,0.0023794,MEO
4237,OPS 7613 (P/L 4),1969,103.17,-1.0,UNK,70.01,Inactive,0,LEO,USA,USA,Unknown,Unknown,Unknown,1 04237U 69082E   24054.54664406  .00000086  00000+0  10132-3 0  9994,2 04237  70.0139 107.9096 0019401 159.3408 311.8125 13.95728075768431,13.95728075,0.0019401,LEO
20621,COSMOS 2081 [GLONASS],1990,675.72,-1.0,-,65.2,Inactive,0,MEO,Kazakhstan,Russia/USSR,Unknown,Unknown,Unknown,1 20621U 90045C   24052.52092604 -.00000089  00000+0  00000+0 0  9996,2 20621  65.1993 337.8184 0041246 219.2599 260.4874  2.13104705262648,2.13104705,0.0041246,MEO
20624,COSMOS 2082,1990,101.8,-1.0,UNK,71.04,Inactive,0,LEO,Kazakhstan,Russia/USSR,Unknown,Unknown,Zenit,1 20624U 90046A   24054.55936485  .00000431  00000+0  24908-3 0  9996,2 20624  71.0406 141.5563 0017042 262.3035  97.6152 14.14547416742240,14.14547416,0.0017042,LEO
